country_code,country,year,slum_pct,urban_pop,slum_population,start_year,end_year,slum_change_total,urban_growth_total,slum_population_change_total
CIV,Côte d’Ivoire,2012,57.83274,11293355.0,6531256.634427001,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
CIV,Côte d’Ivoire,2014,56.2921,12022670.0,6767813.41907,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
CIV,Côte d’Ivoire,2016,54.75146,12976508.0,7104827.5870167995,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
CIV,Côte d’Ivoire,2018,53.21082,13971532.0,7434366.7437624,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
CIV,Côte d’Ivoire,2020,53.21082,14988545.0,7975527.700569,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
CIV,Côte d’Ivoire,2022,48.26127,16063532.0,7752464.5500564,2000,2022,-18.815310000000004,110.65711617952539,2637580.1881043995
DNK,Denmark,2000,0.0,4544013.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2002,0.0,4585669.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2004,0.0,4632380.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2006,0.0,4689654.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2008,0.0,4756549.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2010,0.0,4819008.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2012,0.0,4877731.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2014,0.0,4948334.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2016,0.0,5023465.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2018,0.0,5104540.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2020,0.0,5145599.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DNK,Denmark,2022,0.0,5217578.0,0.0,2000,2022,0.0,14.823131007767804,0.0
DJI,Djibouti,2000,76.73784,548148.0,420636.93520320003,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2002,74.76156,576396.0,430922.6413776,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2004,72.35662,591879.0,428263.6388898,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2006,69.89404,607802.0,424817.3730008,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2008,67.40634,630979.0,425319.8500686,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2010,64.81973,657210.0,426001.7475330001,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2012,62.16985,683748.0,425085.105978,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2014,59.52948,710825.0,423150.42621,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2016,56.84264,738282.0,419658.9794448,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2018,53.3709,766560.0,409119.97104,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2020,51.93824,795724.0,413285.0408576,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DJI,Djibouti,2022,48.68591,825657.0,401978.6239287,2000,2022,-28.051930000000006,50.626655574771775,-18658.31127450004
DOM,Dominican Republic,2000,30.15546,5263212.0,1587145.7893752,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2002,27.79214,5602704.0,1557111.3394656,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2004,25.42881,5999342.0,1525561.2784301997,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2006,23.06549,6476602.0,1493859.9866497999,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2008,20.70217,6939228.0,1436570.7772475998,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2010,18.33885,7283062.0,1335629.815587,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2012,15.97552,7476260.0,1194371.4115519999,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2014,13.6122,7653416.0,1041798.2927519999,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2016,11.24888,7813405.0,878920.552364,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2018,11.24888,7952726.0,894592.6044688,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2020,11.24888,8065163.0,907240.5076744,2000,2022,-18.90658,54.5317384137291,-672236.9202048
DOM,Dominican Republic,2022,11.24888,8133333.0,914908.8691704,2000,2022,-18.90658,54.5317384137291,-672236.9202048
ECU,Ecuador,2000,57.41273,7700635.0,4421144.7808355,2000,2022,0.3872699999999938,46.02859374584044,2078539.7811645
ECU,Ecuador,2002,57.84727,8052192.0,4657973.247158401,2000,2022,0.3872699999999938,46.02859374584044,2078539.7811645
ECU,Ecuador,2004,57.8,8407858.0,4859741.924,2000,2022,0.3872699999999938,46.02859374584044,2078539.7811645
ECU,Ecuador,2006,57.8,8762982.0,5065003.596,2000,2022,0.3872699999999938,46.02859374584044,2078539.7811645
ECU,Ecuador,2022,57.8,11245129.0,6499684.562,2000,2022,0.3872699999999938,46.02859374584044,2078539.7811645
EGY,"Egypt, Arab Rep.",2000,42.22616,31231367.0,13187806.9996072,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2002,36.71599,32656854.0,11990287.2489546,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2004,31.20583,34116137.0,10646223.7147871,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2006,25.69566,35538843.0,9131940.265213799,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2008,20.1855,36888285.0,7446084.768675,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2010,14.67533,38270215.0,5616280.3429595,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2012,9.16517,39883949.0,3655431.7285633003,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2014,3.655,41627719.0,1521493.12945,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2016,0.89992,43220369.0,388948.7447048,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2018,0.89992,44870205.0,403795.94883600005,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2020,0.89992,46478772.0,418271.76498240005,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
EGY,"Egypt, Arab Rep.",2022,3.83938,48011990.0,1843362.7416619998,2000,2022,-38.38678,53.730030453037806,-11344444.2579452
SLV,El Salvador,2000,1.9036,3361797.0,63995.167692,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2002,49.5,3493117.0,1729092.915,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2004,49.5,3611362.0,1787624.19,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2006,46.49143,3715848.0,1727550.8718264,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2008,40.48857,3836879.0,1553497.4397303,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2010,34.48571,3970625.0,1369298.2226874998,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2012,28.48286,4110014.0,1170649.5336004,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2014,22.48,4247303.0,954793.7144,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2016,16.47714,4365302.0,719276.9219628,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2018,16.5,4463192.0,736426.68,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2020,16.5,4554866.0,751552.89,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
SLV,El Salvador,2022,16.47714,4656637.0,767280.5977818,2000,2022,14.573539999999998,38.51630541641866,703285.4300897999
GNQ,Equatorial Guinea,2000,52.91641,272981.0,144451.7451821,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2002,60.09282,312775.0,187955.317755,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2004,58.82956,368340.0,216692.80130400002,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2006,59.17237,435059.0,257434.7211983,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2008,59.85517,521057.0,311879.5531469,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2010,60.60063,631664.0,382792.3634832,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2012,61.41705,763293.0,468792.04345650005,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2014,62.38752,917718.0,572541.5007936001,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2016,63.47137,1044468.0,662938.1488116,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2018,64.67379,1128904.0,730105.0022616,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2020,64.91767,1208142.0,784297.6366914001,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
GNQ,Equatorial Guinea,2022,64.68739,1278551.0,827061.2717188998,2000,2022,11.770979999999994,368.3662965554379,682609.5265367999
ERI,Eritrea,2000,76.73784,766201.0,587966.0974584001,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2002,74.76156,826584.0,617967.0931104,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2004,72.35662,907645.0,656741.243599,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2006,69.89404,953053.0,666127.2450412,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2008,67.40634,999506.0,673730.4126804,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2010,64.81973,1049507.0,680287.6037311001,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2012,62.16985,1083671.0,673716.6351935,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2014,59.52948,1103111.0,656676.2421228,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2016,56.84264,1110062.0,630988.5464368,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2018,53.3709,1128484.0,602282.067156,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2020,51.93824,1155767.0,600285.0383008,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
ERI,Eritrea,2022,48.68591,1188088.0,578431.4544007999,2000,2022,-28.051930000000006,55.06218342184361,-9534.64305760013
EST,Estonia,2000,0.05,941366.0,470.683,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2002,0.05,929807.0,464.9035,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2004,0.05,919276.0,459.63800000000003,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2006,0.1,909847.0,909.847,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2008,0.1,904805.0,904.8050000000001,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2010,0.1,902804.0,902.804,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2012,0.1,898943.0,898.943,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2014,0.1,897398.0,897.398,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2016,0.1,904264.0,904.264,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2018,0.1,915870.0,915.87,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2020,0.1,929091.0,929.091,2000,2022,0.29543,1.0007797179842908,2813.6205341
EST,Estonia,2022,0.34543,950787.0,3284.3035341,2000,2022,0.29543,1.0007797179842908,2813.6205341
SWZ,Eswatini,2000,55.35217,237869.0,131665.6532573,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2002,55.35217,239106.0,132350.3596002,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2004,55.35217,239397.0,132511.4344149,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2006,47.92817,240209.0,115127.7778753,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2008,40.50418,243438.0,98602.5657084,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2010,33.08018,248266.0,82126.8396788,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2012,25.65619,254260.0,65233.428694,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2014,18.23219,261654.0,47705.254422599995,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2016,10.8082,270455.0,29231.31731,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2018,10.8082,281220.0,30394.82004,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2020,10.8082,294190.0,31796.64358,2000,2022,-38.34646,30.140539540671547,-79022.0971529
SWZ,Eswatini,2022,17.00571,309564.0,52643.556104400006,2000,2022,-38.34646,30.140539540671547,-79022.0971529
ETH,Ethiopia,2000,92.17158,10057330.0,9269999.966814,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2002,89.07633,10984041.0,9784180.6084953,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2004,85.98109,11988696.0,10308011.4975864,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2006,82.88584,13085948.0,10846397.9217632,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2008,79.7906,14365922.0,11462655.359332,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2010,76.69536,15838612.0,12147480.492403198,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2012,73.60011,17441254.0,12836782.1293794,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2014,70.50487,19238546.0,13564111.8471902,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2016,67.40962,21211688.0,14298718.276385602,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2018,64.31438,23415903.0,15059792.835851401,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2020,64.31438,25717142.0,16539820.4310196,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
ETH,Ethiopia,2022,64.31438,28508335.0,18334958.903573003,2000,2022,-27.857200000000006,183.4582836597785,9064958.936759003
FJI,Fiji,2000,2.2181,404183.0,8965.183123,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2002,15.0,418552.0,62782.799999999996,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2004,15.0,432613.0,64891.95,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2006,14.5,447226.0,64847.77,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2008,13.5,461619.0,62318.565,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2010,12.5,473796.0,59224.5,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2012,11.4,485257.0,55319.298,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2014,10.4,496265.0,51611.560000000005,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2016,9.4,507136.0,47670.784,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2018,9.4,515756.0,48481.064,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2020,9.4,523237.0,49184.278,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FJI,Fiji,2022,9.4,534508.0,50243.752,2000,2022,7.181900000000001,32.24405776591296,41278.568877
FIN,Finland,2000,0.0,3474415.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2002,0.0,3525754.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2004,0.0,3569621.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2006,0.0,3621024.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2008,0.0,3681886.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2010,0.0,3742846.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2012,0.0,3809602.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2014,0.0,3877014.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2016,0.0,3935507.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2018,0.0,3990060.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2020,0.0,4041263.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FIN,Finland,2022,0.0,4094670.0,0.0,2000,2022,0.0,17.85207006071526,0.0
FRA,France,2000,0.0,46611547.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2002,0.0,47752591.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2004,0.0,48592141.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2006,0.0,49209797.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2008,0.0,49669387.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2010,0.0,50132793.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2012,0.0,50666011.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2014,0.0,51293995.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2016,0.0,52445087.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2018,0.0,52834442.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2020,0.0,53210127.0,0.0,2000,2022,0.0,15.210780281546974,0.0
FRA,France,2022,0.0,53701527.0,0.0,2000,2022,0.0,15.210780281546974,0.0
PYF,French Polynesia,2022,1.5,172969.0,2594.535,2022,2022,0.0,0.0,0.0
GAB,Gabon,2000,57.43,1014922.0,582869.7046,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2002,55.55895,1092526.0,606995.974077,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2004,53.6879,1176176.0,631464.194704,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2006,51.81685,1268289.0,657187.4086965,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2008,49.9458,1370017.0,684265.9507859999,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2010,48.07475,1482282.0,712603.365795,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2012,46.2037,1604649.0,741407.210013,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2014,44.33265,1733544.0,768525.994116,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2016,44.33265,1859707.0,824457.3953355,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2018,44.33265,1979007.0,877346.2467855,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2020,44.33265,2098369.0,930262.5844785001,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GAB,Gabon,2022,38.77297,2217433.0,859764.6318601,2000,2022,-18.65703,118.48309525264011,276894.9272600999
GMB,"Gambia, The",2000,56.92053,683485.0,389043.2844705,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2002,55.11779,761290.0,419606.223491,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2004,53.31504,835076.0,445221.1034304,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2006,51.5123,911846.0,469712.847058,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2008,49.70956,993331.0,493780.46944360004,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2010,47.90681,1079126.0,516974.8424806,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2012,46.10407,1171116.0,539932.1404212001,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2014,44.30132,1268720.0,562059.707104,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2016,42.49858,1367184.0,581033.7859872,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2018,40.69583,1465325.0,596326.1709475,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2020,38.89309,1564960.0,608661.301264,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GMB,"Gambia, The",2022,37.08102,1668542.0,618712.3927284001,2000,2022,-19.839509999999997,144.12269471897702,229669.10825790005
GEO,Georgia,2000,13.6,2140233.0,291071.688,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2002,13.6,2085250.0,283594.0,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2004,13.2148,2070388.0,273597.63342400006,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2006,12.44783,2070530.0,257736.054499,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2008,11.68087,2086755.0,243751.1387685,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2010,10.9139,2090140.0,228115.78946,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2012,10.14694,2094447.0,212522.2804218,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2014,9.37997,2120950.0,198944.473715,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2016,8.61301,2150711.0,185240.95350109998,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2018,7.84604,2172720.0,170472.480288,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2020,7.07908,2196367.0,155482.5770236,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
GEO,Georgia,2022,7.07908,2227878.0,157713.2659224,2000,2022,-6.520919999999999,4.095114877679206,-133358.42207760003
DEU,Germany,2000,0.0,65846663.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2002,0.0,66090935.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2004,0.0,66140883.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2006,0.0,66062701.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2008,0.0,65890031.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2010,0.0,65671538.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2012,0.0,64657092.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2014,0.0,65252249.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2016,0.0,66566371.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2018,0.0,67271661.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2020,0.0,67751166.0,0.0,2000,2022,0.0,3.313449612473148,0.0
DEU,Germany,2022,0.0,68028459.0,0.0,2000,2022,0.0,3.313449612473148,0.0
GHA,Ghana,2000,60.36841,8628021.0,5208599.0921661,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2002,57.00822,9400460.0,5359034.917812,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2004,53.64802,10225004.0,5485512.190920801,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2006,50.28782,11091539.0,5577693.1675498,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2008,46.92763,11996659.0,5629747.747881699,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2010,43.56743,12923387.0,5630387.5848541,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2012,40.20724,13880376.0,5580916.0912224,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2014,36.84704,14880647.0,5483077.952348799,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2016,33.48685,15901682.0,5324972.398816999,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2018,33.48685,16917608.0,5665174.014547999,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2020,33.48685,17926421.0,6002993.710638499,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GHA,Ghana,2022,33.48685,18978092.0,6355165.200901999,2000,2022,-26.88156,119.95880631259475,1146566.1087358994
GRC,Greece,2000,0.25,7852110.0,19630.275,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2002,0.25,7969129.0,19922.822500000002,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2004,0.25,8087826.0,20219.565,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2006,0.2,8234167.0,16468.334,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2008,0.15,8376518.0,12564.777,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2010,0.1,8492606.0,8492.606,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GRC,Greece,2012,0.05,8490077.0,4245.0385,2000,2012,-0.2,8.124784293648458,-15385.236500000003
GUM,Guam,2022,0.5524,155446.0,858.683704,2022,2022,0.0,0.0,0.0
GTM,Guatemala,2000,55.49609,5058445.0,2807239.1898005,2000,2022,-17.89609,94.96904681181667,901023.9621995003
GTM,Guatemala,2002,53.25944,5606083.0,2985768.4117352003,2000,2022,-17.89609,94.96904681181667,901023.9621995003
GTM,Guatemala,2004,51.0228,6061336.0,3092663.344608,2000,2022,-17.89609,94.96904681181667,901023.9621995003
GTM,Guatemala,2006,48.78615,6518994.0,3180366.191331,2000,2022,-17.89609,94.96904681181667,901023.9621995003
